CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,DEPARTAMENTO_ORIGEN,ESTABLECIMIENTO_ORIG,DIRECCION_ORIG,TELEFONO_ORIG,TELEFONO_VALIDO,ZONA,DIRECCION_STD,DIR_AVENIDA,DIR_CALLE,DIR_KM,DIR_NUMERO,__KEY_MERGE_CAP__,DUP_CAPITAL_MERGE,DUP_CAPITAL_CODIGOS_DISTINTOS
12 - 19 - 0110 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO TECNOLOGICO LINCOLN,CABECERA MUNICIPAL,52071811,CÉSAR AUGUSTO FUENTES DEL VALLE,LUIS MANUEL RIVERO MÉRIDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO TECNOLÓGICO LINCOLN,CABECERA MUNICIPAL,52071811,True,,CABECERA MUNICIPAL,,,,,INSTITUTO TECNOLOGICO LINCOLN|CABECERA MUNICIPAL|SAN PABLO|SAN MARCOS|DOBLE|DIARIO (REGULAR)|52071811,False,False
12 - 19 - 0111 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO TECNOLOGICO LINCOLN,CABECERA MUNICIPAL,52071811,CÉSAR AUGUSTO FUENTES DEL VALLE,LUIS MANUEL RIVERO MÉRIDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO TECNOLÓGICO LINCOLN,CABECERA MUNICIPAL,52071811,True,,CABECERA MUNICIPAL,,,,,INSTITUTO TECNOLOGICO LINCOLN|CABECERA MUNICIPAL|SAN PABLO|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|52071811,False,False
12 - 19 - 0112 - 46,12 - 031,SAN MARCOS,SAN PABLO,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,CABECERA MUNICIPAL,47081725,CÉSAR AUGUSTO FUENTES DEL VALLE,NOÉ ANGEL HERNANDEZ BERDUO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX,CABECERA MUNICIPAL,47081725,True,,CABECERA MUNICIPAL,,,,,CENTRO DE EDUCACION EXTRAESCOLAR CEEX|CABECERA MUNICIPAL|SAN PABLO|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|47081725,False,False
12 - 19 - 0116 - 46,12 - 031,SAN MARCOS,SAN PABLO,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX -,CABECERA MUNICIPAL,59753655,CÉSAR AUGUSTO FUENTES DEL VALLE,SEIDY MARIDELIA ZACARÍAS GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,CENTRO DE EDUCACIÓN EXTRAESCOLAR - CEEX -,CABECERA MUNICIPAL,59753655,True,,CABECERA MUNICIPAL,,,,,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX - |CABECERA MUNICIPAL|SAN PABLO|SAN MARCOS|DOBLE|DIARIO (REGULAR)|59753655,False,False
12 - 19 - 0118 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,ALDEA TOCACHE,49785637,CÉSAR AUGUSTO FUENTES DEL VALLE,LESLIE ANTONIETA YOC OVALLE,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA TOCACHE,49785637,True,,ALDEA TOCACHE,,,,,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA|ALDEA TOCACHE|SAN PABLO|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|49785637,False,False
12 - 19 - 0119 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,ALDEA EL PORVENIR,46944682,CÉSAR AUGUSTO FUENTES DEL VALLE,KARIS SUSETT CASTAÑÓN VELÁSQUEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA EL PORVENIR,46944682,True,,ALDEA EL PORVENIR,,,,,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA|ALDEA EL PORVENIR|SAN PABLO|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|46944682,False,False
12 - 19 - 0120 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,CASERÍO NUEVA BUENA VISTA,36578766,CÉSAR AUGUSTO FUENTES DEL VALLE,MARIO HUMBERTO MEJÍA VICENTE,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,CASERÍO NUEVA BUENA VISTA,36578766,True,,CASERIO NUEVA BUENA VISTA,,,,,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA|CASERIO NUEVA BUENA VISTA|SAN PABLO|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|36578766,False,False
12 - 19 - 0121 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,ALDEA EL PORVENIR,46944682,CÉSAR AUGUSTO FUENTES DEL VALLE,KARIS SUSETT CASTAÑÓN VELÁSQUEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA EL PORVENIR,46944682,True,,ALDEA EL PORVENIR,,,,,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA|ALDEA EL PORVENIR|SAN PABLO|SAN MARCOS|DOBLE|DIARIO (REGULAR)|46944682,False,False
12 - 19 - 0122 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,CASERÍO NUEVA BUENA VISTA,36578766,CÉSAR AUGUSTO FUENTES DEL VALLE,MARIO HUMBERTO MEJÍA VICENTE,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,CASERÍO NUEVA BUENA VISTA,36578766,True,,CASERIO NUEVA BUENA VISTA,,,,,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA|CASERIO NUEVA BUENA VISTA|SAN PABLO|SAN MARCOS|DOBLE|DIARIO (REGULAR)|36578766,False,False
12 - 19 - 0125 - 46,12 - 031,SAN MARCOS,SAN PABLO,COLEGIO MIXTO LICEO ORIZABA,LOTE NO. 4 COLONIA BENDICION DE DIOS,48885266,CÉSAR AUGUSTO FUENTES DEL VALLE,CINDY NOHEMÍ LÓPEZ CHILEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,COLEGIO MIXTO LICEO ORIZABA,LOTE NO. 4 COLONIA BENDICION DE DIOS,48885266,True,,"COLONIA BENDICION DE DIOS, LOTE NUMERO . 4",,,,,"COLEGIO MIXTO LICEO ORIZABA|COLONIA BENDICION DE DIOS, LOTE NUMERO . 4|SAN PABLO|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|48885266",False,False
12 - 20 - 0033 - 46,12 - 043,SAN MARCOS,EL QUETZAL,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,CABECERA MUNICIPAL,46857105,DINA CLAUDETH MUÑOZ MALDONADO DE GUTIERREZ,HERLINDA DEL CARMEN GUEVARA CIPRIANO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,CABECERA MUNICIPAL,46857105,True,,CABECERA MUNICIPAL,,,,,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA|CABECERA MUNICIPAL|EL QUETZAL|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|46857105,False,False
12 - 21 - 0019 - 46,12 - 044,SAN MARCOS,LA REFORMA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON LA PALMA,45988550,RUDY AMILCAR REQUENA GODÍNEZ,GRETHEL FLORENCILENY MÉRIDA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON LA PALMA,45988550,True,,CANTON LA PALMA,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CANTON LA PALMA|LA REFORMA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|45988550,False,False
12 - 21 - 0027 - 46,12 - 044,SAN MARCOS,LA REFORMA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SANTA CLARA,57062876,RUDY AMILCAR REQUENA GODÍNEZ,SANDY PAOLA RODAS GUZMÁN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SANTA CLARA,57062876,True,,ALDEA SANTA CLARA,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA SANTA CLARA|LA REFORMA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|57062876,False,False
12 - 21 - 0032 - 46,12 - 109,SAN MARCOS,LA REFORMA,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX -,CABECERA MUNICIPAL,59749398,VIOLETA FLORIDALMA FUENTES QUIROA,JOVITA BEATRIZ LAPARRA DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,CENTRO DE EDUCACIÓN EXTRAESCOLAR - CEEX -,CABECERA MUNICIPAL,59749398,True,,CABECERA MUNICIPAL,,,,,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX - |CABECERA MUNICIPAL|LA REFORMA|SAN MARCOS|DOBLE|DIARIO (REGULAR)|59749398,False,False
12 - 21 - 0033 - 46,12 - 044,SAN MARCOS,LA REFORMA,INSTITUTO PRIVADO MIXTO JOSE RODRIGO PEREZ Y PEREZ,FINCA DOS MARÍAS,48275828,RUDY AMILCAR REQUENA GODÍNEZ,BELINDA MERCEDES MARROQUIN FUENTES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,"INSTITUTO PRIVADO MIXTO ""JOSÉ RODRIGO PÉREZ Y PÉREZ""",FINCA DOS MARÍAS,48275828,True,,FINCA DOS MARIAS,,,,,INSTITUTO PRIVADO MIXTO JOSE RODRIGO PEREZ Y PEREZ|FINCA DOS MARIAS|LA REFORMA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|48275828,False,False
12 - 21 - 3038 - 46,12 - 044,SAN MARCOS,LA REFORMA,COLEGIO PRIVADO MIXTO 'LA REFORMA',2A. AVENIDA 0 - 78 ZONA 1,53414579,RUDY AMILCAR REQUENA GODÍNEZ,MIGUEL ANGEL SOLIS RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,COLEGIO PRIVADO MIXTO 'LA REFORMA',2A. AVENIDA 0 - 78 ZONA 1,53414579,True,1,"AVENIDA 0, 2A. - 78",0,,,,"COLEGIO PRIVADO MIXTO 'LA REFORMA'|AVENIDA 0, 2A. - 78|LA REFORMA|SAN MARCOS|INTERMEDIA|DIARIO (REGULAR)|53414579",False,False
12 - 22 - 0008 - 46,12 - 045,SAN MARCOS,PAJAPITA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COMPLEJO EDUCATIVO,42990489,DELFINO ELISEO MALDONADO GAVARRETE,ANA MERCEDES FIGUEROA VELA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COMPLEJO EDUCATIVO,42990489,True,,COMPLEJO EDUCATIVO,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|COMPLEJO EDUCATIVO|PAJAPITA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|42990489,False,False
12 - 22 - 0015 - 46,12 - 121,SAN MARCOS,PAJAPITA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,ALDEA SAN ANTONIO LAS FLORES,41265158,LUIS FERNANDO SANCHEZ SILVA,ELVIA ISMELDA CARRETO PÉREZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,ALDEA SAN ANTONIO LAS FLORES,41265158,True,,ALDEA SAN ANTONIO LAS FLORES,,,,,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA|ALDEA SAN ANTONIO LAS FLORES|PAJAPITA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|41265158,False,False
12 - 22 - 0020 - 46,12 - 121,SAN MARCOS,PAJAPITA,LICEO EXPERIMENTAL,5TA. CALLE 5 - 92 ZONA 1,41200420,LUIS FERNANDO SANCHEZ SILVA,YEIMY ROCÍO GRANADOS RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS,SanMarcos,LICEO EXPERIMENTAL,5TA. CALLE 5 - 92 ZONA 1,41200420,True,1,"CALLE 5, 5TA. - 92",,5,,,"LICEO EXPERIMENTAL|CALLE 5, 5TA. - 92|PAJAPITA|SAN MARCOS|DOBLE|FIN DE SEMANA|41200420",False,False
12 - 22 - 0022 - 46,12 - 124,SAN MARCOS,PAJAPITA,INSTITUTO TECNOLOGICO GERARDI,CABECERA MUNICIPAL,42611591,KANDY ROSSANA DE LEON MORAN,EDWIN MANUEL MÉRIDA VIAU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,"INSTITUTO TECNOLOGICO ""GERARDI""",CABECERA MUNICIPAL,42611591,True,,CABECERA MUNICIPAL,,,,,INSTITUTO TECNOLOGICO GERARDI|CABECERA MUNICIPAL|PAJAPITA|SAN MARCOS|DOBLE|DIARIO (REGULAR)|42611591,False,False
12 - 22 - 0023 - 46,12 - 124,SAN MARCOS,PAJAPITA,INSTITUTO TECNOLOGICO GERARDI,CABECERA MUNICIPAL,42245597,KANDY ROSSANA DE LEON MORAN,EDWIN MANUEL MÉRIDA VIAU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS,SanMarcos,"INSTITUTO TECNOLOGICO ""GERARDI""",CABECERA MUNICIPAL,42245597,True,,CABECERA MUNICIPAL,,,,,INSTITUTO TECNOLOGICO GERARDI|CABECERA MUNICIPAL|PAJAPITA|SAN MARCOS|DOBLE|FIN DE SEMANA|42245597,False,False
12 - 22 - 0027 - 46,12 - 124,SAN MARCOS,PAJAPITA,COLEGIO AMERICANO,CABECERA MUNICIPAL,77724136,KANDY ROSSANA DE LEON MORAN,YOJAIRA GRACIELA LÓPEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,COLEGIO AMERICANO,CABECERA MUNICIPAL,77724136,True,,CABECERA MUNICIPAL,,,,,COLEGIO AMERICANO|CABECERA MUNICIPAL|PAJAPITA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|77724136,False,False
12 - 22 - 0028 - 46,12 - 124,SAN MARCOS,PAJAPITA,COLEGIO AMERICANO,CABECERA MUNICIPAL,40050801,KANDY ROSSANA DE LEON MORAN,YOJAIRA GRACIELA LÓPEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,COLEGIO AMERICANO,CABECERA MUNICIPAL,40050801,True,,CABECERA MUNICIPAL,,,,,COLEGIO AMERICANO|CABECERA MUNICIPAL|PAJAPITA|SAN MARCOS|DOBLE|DIARIO (REGULAR)|40050801,False,False
12 - 22 - 0029 - 46,12 - 124,SAN MARCOS,PAJAPITA,COLEGIO AMERICANO,CABECERA MUNICIPAL,56177490,KANDY ROSSANA DE LEON MORAN,YOJAIRA GRACIELA LÓPEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS,SanMarcos,COLEGIO AMERICANO,CABECERA MUNICIPAL,56177490,True,,CABECERA MUNICIPAL,,,,,COLEGIO AMERICANO|CABECERA MUNICIPAL|PAJAPITA|SAN MARCOS|DOBLE|FIN DE SEMANA|56177490,False,False
12 - 22 - 0035 - 46,12 - 124,SAN MARCOS,PAJAPITA,INSTITUTO TECNOLOGICO GERARDI,CABECERA MUNICIPAL,42611591,KANDY ROSSANA DE LEON MORAN,EDWIN MANUEL MÉRIDA VIAU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,"INSTITUTO TECNOLOGICO ""GERARDI""",CABECERA MUNICIPAL,42611591,True,,CABECERA MUNICIPAL,,,,,INSTITUTO TECNOLOGICO GERARDI|CABECERA MUNICIPAL|PAJAPITA|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|42611591,False,False
12 - 22 - 0037 - 46,12 - 121,SAN MARCOS,PAJAPITA,LICEO EXPERIMENTAL,"5A.CALLE 5 - 92, ZONA 1",41200420,LUIS FERNANDO SANCHEZ SILVA,YEIMY ROCÍO GRANADOS RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,LICEO EXPERIMENTAL,"5A.CALLE 5 - 92, ZONA 1",41200420,True,1,"CALLE 5, 5A. - 92",,5,,,"LICEO EXPERIMENTAL|CALLE 5, 5A. - 92|PAJAPITA|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|41200420",False,False
12 - 22 - 0039 - 46,12 - 124,SAN MARCOS,PAJAPITA,COLEGIO AMERICANO,CABECERA MUNICIPAL,56177490,KANDY ROSSANA DE LEON MORAN,YOJAIRA GRACIELA LÓPEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,COLEGIO AMERICANO,CABECERA MUNICIPAL,56177490,True,,CABECERA MUNICIPAL,,,,,COLEGIO AMERICANO|CABECERA MUNICIPAL|PAJAPITA|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|56177490,False,False
12 - 22 - 0043 - 46,12 - 124,SAN MARCOS,PAJAPITA,INSTITUTO TECNOLOGICO BRIGHAM,LOTIFICACIÓN LAS GEMELAS 2 CALLE ESQUINA,41772020,KANDY ROSSANA DE LEON MORAN,ORBIN PAZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,SAN MARCOS,SanMarcos,INSTITUTO TECNOLÓGICO BRIGHAM,LOTIFICACIÓN LAS GEMELAS 2 CALLE ESQUINA,41772020,True,,"CALLE 2, LOTIFICACION LAS GEMELAS 2 CALLE ESQUINA",,2,,,"INSTITUTO TECNOLOGICO BRIGHAM|CALLE 2, LOTIFICACION LAS GEMELAS 2 CALLE ESQUINA|PAJAPITA|SAN MARCOS|VESPERTINA|VIRTUAL A DISTANCIA|41772020",False,False
12 - 22 - 5397 - 46,12 - 124,SAN MARCOS,PAJAPITA,INSTITUTO TECNOLOGICO GERARDI,COMPLEJO EDUCATIVO 02/01/2007,42245597,KANDY ROSSANA DE LEON MORAN,EDWIN MANUEL MÉRIDA VIAU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,"INSTITUTO TECNOLOGICO ""GERARDI""",COMPLEJO EDUCATIVO 02/01/2007,42245597,True,,COMPLEJO EDUCATIVO 02/01/2007,,,,,INSTITUTO TECNOLOGICO GERARDI|COMPLEJO EDUCATIVO 02/01/2007|PAJAPITA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|42245597,False,False
12 - 23 - 0031 - 46,12 - 110,SAN MARCOS,IXCHIGUAN,INSTITUTO TECNOLOGICO DEL ALTIPLANO MARQUENSE - ITAMAR - QO' TZIK,CANTON NUEVO IXCHIGUAN,45182541,ARMANDO MATEO RAMOS LOPEZ,JERÓNIMO RAÚL BARTOLÓN LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,"INSTITUTO TECNOLOGICO DEL ALTIPLANO MARQUENSE - ITAMAR - ""QO' TZIK""",CANTON NUEVO IXCHIGUAN,45182541,True,,CANTON NUEVO IXCHIGUAN,,,,,INSTITUTO TECNOLOGICO DEL ALTIPLANO MARQUENSE - ITAMAR - QO' TZIK|CANTON NUEVO IXCHIGUAN|IXCHIGUAN|SAN MARCOS|DOBLE|DIARIO (REGULAR)|45182541,False,False
12 - 23 - 0040 - 46,12 - 110,SAN MARCOS,IXCHIGUAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CALAPTE,38593830,ARMANDO MATEO RAMOS LOPEZ,JULIO CESAR BARRIOS ARREAGA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CALAPTE,38593830,True,,ALDEA CALAPTE,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA CALAPTE|IXCHIGUAN|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|38593830,False,False
12 - 23 - 0044 - 46,12 - 110,SAN MARCOS,IXCHIGUAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTÓN SAN CRISTÓBAL,50482141,ARMANDO MATEO RAMOS LOPEZ,AMILCAR EDILBERTO PEREZ LOPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTÓN SAN CRISTÓBAL,50482141,True,,CANTON SAN CRISTOBAL,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CANTON SAN CRISTOBAL|IXCHIGUAN|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|50482141,False,False
12 - 23 - 4541 - 46,12 - 110,SAN MARCOS,IXCHIGUAN,INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA,CABECERA MUNICIPAL,57781984,ARMANDO MATEO RAMOS LOPEZ,RAYMUNDO NAVARRO CHILEL,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA,CABECERA MUNICIPAL,57781984,True,,CABECERA MUNICIPAL,,,,,INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA|CABECERA MUNICIPAL|IXCHIGUAN|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|57781984,False,False
12 - 24 - 0038 - 46,12 - 048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,50461286,CÉSAR LEONEL RAMIREZ GALICIA,ARCENY ARIMAEL CIFUENTES BARTOLÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,50461286,True,,CABECERA MUNICIPAL,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CABECERA MUNICIPAL|SAN JOSE OJETENAM|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|50461286,False,False
12 - 24 - 0042 - 46,12 - 048,SAN MARCOS,SAN JOSE OJETENAM,COLEGIO TECNOLOGICO PIEDRA PARTIDA,ALDEA CHOANLA,54544549,CÉSAR LEONEL RAMIREZ GALICIA,JONAS JACOBO CHAJ CHAJ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,"COLEGIO TECNOLOGICO ""PIEDRA PARTIDA""",ALDEA CHOANLA,54544549,True,,ALDEA CHOANLA,,,,,COLEGIO TECNOLOGICO PIEDRA PARTIDA|ALDEA CHOANLA|SAN JOSE OJETENAM|SAN MARCOS|DOBLE|DIARIO (REGULAR)|54544549,False,False
